,freq,freq_homo,freq_heter,drive_carrier,homo_carrier,heter_carrier,popsize
0,0.005,0.0,0.01,1000,0,1000,100000
1,0.008034561127742012,0.0,0.016069122255484024,1605,0,1605,99881
2,0.012111315916012182,0.0,0.024222631832024364,2418,0,2418,99824
3,0.017998798076923075,0.0,0.03599759615384615,3594,0,3594,99840
4,0.025654119979572832,0.0,0.051308239959145664,5124,0,5124,99867
5,0.0371001940271638,0.0,0.0742003880543276,7419,0,7419,99986
6,0.052781575455386226,0.0,0.10556315091077245,10501,0,10501,99476
7,0.0739996980220444,0.0,0.1479993960440888,14703,0,14703,99345
8,0.10144166169948375,0.0,0.2028833233989675,20082,0,20082,98983
9,0.13438072151134842,0.0,0.26876144302269683,26276,0,26276,97767
10,0.17145475181440487,0.0,0.34290950362880973,32932,0,32932,96037
11,0.21177339953854823,0.0,0.42354679907709647,39835,0,39835,94051
12,0.25104549416840455,0.0,0.5020909883368091,45503,0,45503,90627
13,0.285550114342473,0.0,0.571100228684946,49447,0,49447,86582
14,0.3175410214929512,0.0,0.6350820429859024,52212,0,52212,82213
15,0.34326294460232704,0.0,0.6865258892046541,53871,0,53871,78469
16,0.36474011639574555,0.0,0.7294802327914911,54525,0,54525,74745
17,0.3795101192398983,0.0,0.7590202384797966,54043,0,54043,71201
18,0.39542139028034096,0.0,0.7908427805606819,53994,0,53994,68274
19,0.4092755431144648,0.0,0.8185510862289296,53805,0,53805,65732
20,0.4184474972969535,0.0,0.836894994593907,52634,0,52634,62892
21,0.4269350203164745,0.0,0.853870040632949,51695,0,51695,60542
22,0.4345456679578114,0.0,0.8690913359156228,51830,0,51830,59637
23,0.44209386653834915,0.0,0.8841877330766983,51450,0,51450,58189
24,0.4476979742173112,0.0,0.8953959484346224,51051,0,51051,57015
25,0.4503112812622992,0.0,0.9006225625245984,50343,0,50343,55898
26,0.4534311500118034,0.0,0.9068623000236068,49940,0,49940,55069
27,0.4558114035087719,0.0,0.9116228070175438,49884,0,49884,54720
28,0.45820692735766533,0.0,0.9164138547153307,49238,0,49238,53729
29,0.46066164185200315,0.0,0.9213232837040063,49628,0,49628,53866
30,0.4634451156009165,0.0,0.926890231201833,48950,0,48950,52811
31,0.465789372500769,0.0,0.931578745001538,48457,0,48457,52016
32,0.4678165795715305,0.0,0.935633159143061,48521,0,48521,51859
33,0.46974007248353533,0.0,0.9394801449670707,48216,0,48216,51322
34,0.4711583554791308,0.0,0.9423167109582616,48224,0,48224,51176
35,0.47278156493723356,0.0,0.9455631298744671,48132,0,48132,50903
36,0.47428034424770005,0.0,0.9485606884954001,47945,0,47945,50545
37,0.47504674384373635,0.0,0.9500934876874727,47765,0,47765,50274
38,0.4754392689273971,0.0,0.9508785378547941,47136,0,47136,49571
39,0.4757238576228898,0.0,0.9514477152457796,47286,0,47286,49699
40,0.475730490200008,0.0,0.951460980400016,47476,0,47476,49898
41,0.47621308229970505,0.0,0.9524261645994101,47147,0,47147,49502
42,0.4763831293617882,0.0,0.9527662587235765,47100,0,47100,49435
43,0.47854445238338267,0.0,0.9570889047667653,46883,0,46883,48985
44,0.47975505355643394,0.0,0.9595101071128679,46850,0,46850,48827
45,0.48032743326656585,0.0,0.9606548665331317,47001,0,47001,48926
46,0.48028047376213195,0.0,0.9605609475242639,46714,0,46714,48632
47,0.4804552606305809,0.0,0.9609105212611618,47026,0,47026,48939
48,0.481659442218042,0.0,0.963318884436084,47114,0,47114,48908
49,0.4831530652494343,0.0,0.9663061304988686,46546,0,46546,48169
50,0.48275897690178093,0.0,0.9655179538035619,46733,0,46733,48402
